product_id,product_name,category,supplier_id,unit_price,weight_kg,is_active
20387,Multi-lateral full-range challenge,Industrial Equipment,1227,,70.58,Y
20388,Decentralized dedicated intranet,Electronics,1026,463.73,2.99,N
20389,Operative zero administration throughput,Electronics,1170,2301.12,79.5,Y
20390,Adaptive dynamic workforce,Pharmaceuticals,1234,1873.84,7.5,N
20391,Phased global forecast,Office Supplies,1035,1896.59,37.69,N
20392,Profit-focused composite artificial intelligence,Furniture,1270,1035.57,48.98,Y
20393,Future-proofed holistic structure,Industrial Equipment,1248,1810.74,78.9,N
20394,Versatile intangible hierarchy,Industrial Equipment,1133,1314.43,10.42,N
20395,Self-enabling static encryption,Industrial Equipment,1253,2020.33,23.27,N
20396,Distributed web-enabled system engine,Furniture,1061,1844.2,79.92,Y
20397,Progressive intangible toolset,Automotive Parts,1006,1602.26,5.47,Y
20398,Focused client-driven website,Pharmaceuticals,1059,1715.22,45.54,Y
20399,Optimized incremental installation,Sporting Goods,1170,2084.9,63.79,N
20400,Persevering multi-state utilization,Sporting Goods,1275,2240.03,33.15,N
20401,Synergized high-level algorithm,Pharmaceuticals,1290,1812.96,1.55,N
20402,Organic client-server throughput,Automotive Parts,1034,2424.09,27.17,Y
20403,Advanced transitional workforce,Groceries,1293,1515.01,69.17,N
20404,Programmable asymmetric artificial intelligence,Apparel,1017,680.2,19.05,Y
20405,Mandatory foreground initiative,Apparel,1269,757.19,3.04,Y
20406,Visionary composite Internet solution,Office Supplies,1013,1997.97,27.24,N
20407,Centralized hybrid task-force,Apparel,1168,359.95,75.05,N
20408,Automated stable project,Office Supplies,1019,1149.5,,Y
20409,Distributed object-oriented approach,Electronics,1171,1168.26,61.31,
20410,Self-enabling transitional website,Furniture,1160,1597.85,15.44,N
20411,Switchable multi-state frame,Groceries,1061,683.09,1.27,Y
20412,Operative impactful software,Pharmaceuticals,1278,877.09,75.47,Y
20413,Total neutral framework,Pharmaceuticals,1037,779.82,,Y
20414,Up-sized value-added functionalities,Apparel,1055,960.23,14.36,N
20415,Monitored 24/7 focus group,Furniture,1183,782.48,53.69,N
20416,Progressive reciprocal circuit,Sporting Goods,1291,331.22,24.87,N
20417,Total impactful knowledge user,Groceries,1119,2368.73,49.37,N
20418,Stand-alone demand-driven moratorium,Electronics,1167,1134.3,9.08,N
20419,Secured zero tolerance process improvement,Groceries,1179,1511.89,32.48,Y
20420,Streamlined leadingedge standardization,Office Supplies,1037,1981.49,47.26,Y
20421,Monitored zero tolerance projection,Pharmaceuticals,1247,960.77,55.54,N
20422,Open-architected zero-defect customer loyalty,Groceries,1279,1735.94,6.28,N
20423,Innovative attitude-oriented alliance,Sporting Goods,1059,1481.22,7.86,N
20424,Public-key full-range info-mediaries,Industrial Equipment,1036,1496.45,30.34,Y
20425,Up-sized uniform support,Industrial Equipment,1112,2042.95,,N
20426,De-engineered multi-state moratorium,Toys,1232,1329.08,35.8,N
20427,Horizontal didactic array,Automotive Parts,1292,1986.28,74.94,Y
20428,Profound neutral function,Office Supplies,1299,22.28,10.25,Y
20429,Programmable global system engine,Pharmaceuticals,1001,1758.98,,N
20430,Sharable cohesive adapter,Toys,1163,1780.01,43.63,Y
20431,Assimilated needs-based parallelism,Pharmaceuticals,1285,962.72,12.38,Y
20432,Fundamental disintermediate time-frame,Electronics,1006,181.22,70.8,Y
20433,Innovative uniform interface,Toys,1044,344.78,71.49,Y
20434,Profit-focused bifurcated superstructure,Office Supplies,1233,1274.52,30.81,Y
20435,Centralized holistic firmware,Furniture,1296,1246.4,21.58,Y
20436,Self-enabling motivating help-desk,Pharmaceuticals,1020,1421.24,38.55,N
20437,Decentralized actuating system engine,Automotive Parts,1270,2458.98,6.3,N
20438,Streamlined bottom-line knowledge user,Office Supplies,1040,1710.82,25.03,Y
20439,Innovative object-oriented support,Sporting Goods,1241,1136.18,26.55,N
20440,Adaptive logistical Graphical User Interface,Industrial Equipment,1149,420.44,58.17,N
20441,Front-line value-added paradigm,Electronics,1297,424.36,23.38,N
20442,Re-contextualized transitional product,Apparel,1043,318.8,22.26,N
20443,Synchronized national policy,Industrial Equipment,1008,1854.09,47.36,Y
20444,Focused grid-enabled framework,Furniture,1134,1956.75,63.96,Y
20445,Horizontal static toolset,Groceries,1075,1489.67,60.23,N
20446,Universal object-oriented service-desk,Pharmaceuticals,1086,528.72,21.19,N
20447,Devolved transitional implementation,Sporting Goods,1205,1191.63,60.21,N
20448,Programmable user-facing encryption,Office Supplies,1243,658.04,1.0,N
20449,Customer-focused fresh-thinking model,Electronics,1272,1707.83,42.53,N
20450,Reduced content-based time-frame,Apparel,1172,677.27,46.75,Y
20451,Multi-lateral logistical attitude,Groceries,1100,1300.84,,N
20452,Digitized transitional interface,Sporting Goods,1051,1314.11,58.03,Y
20453,Open-source attitude-oriented array,Industrial Equipment,1048,144.09,66.84,Y
20454,Centralized interactive capacity,Groceries,1045,2141.39,61.12,Y
20455,Phased didactic knowledge user,Automotive Parts,1057,1739.74,52.86,N
20456,Compatible holistic service-desk,Pharmaceuticals,1219,1731.17,62.47,N
20457,Progressive impactful parallelism,Automotive Parts,1171,2489.9,21.21,Y
20458,Realigned multi-state time-frame,Sporting Goods,1202,447.75,43.27,Y
20459,Object-based empowering paradigm,Apparel,1227,1789.07,5.68,Y
20460,Proactive scalable interface,Electronics,1255,373.84,53.19,N
20461,Organic system-worthy matrix,Sporting Goods,1295,11.25,32.34,Y
20462,Upgradable intangible complexity,Electronics,9035,1351.24,55.16,Y
20463,Digitized motivating capacity,Automotive Parts,1184,834.93,50.6,Y
20464,Pre-emptive transitional knowledgebase,Sporting Goods,1175,202.98,23.23,N
20465,De-engineered tertiary migration,Toys,1098,748.58,50.47,N
20466,Progressive bottom-line solution,Groceries,1225,1838.84,2.08,N
20467,Extended logistical leverage,Automotive Parts,1033,1982.26,77.2,Y
20468,Automated value-added complexity,Pharmaceuticals,1019,849.53,3.47,N
20469,Realigned holistic capability,Industrial Equipment,1275,374.09,5.81,Y
20470,Robust incremental budgetary management,Industrial Equipment,1242,2268.13,56.12,Y
20471,Decentralized holistic orchestration,Apparel,1158,2052.21,13.7,Y
20472,Implemented 6thgeneration model,Industrial Equipment,1059,1243.86,64.37,N
20473,Distributed bottom-line hub,Industrial Equipment,1167,303.76,25.76,Y
20474,Integrated holistic framework,Apparel,1089,840.09,60.62,Y
20475,Implemented mobile algorithm,Industrial Equipment,1225,610.62,8.04,Y
20476,Digitized client-server toolset,Apparel,1009,,14.39,N
20477,Reverse-engineered intangible application,Sporting Goods,1214,1734.37,16.53,N
20478,Integrated executive data-warehouse,Industrial Equipment,1123,2345.35,47.72,Y
20479,Enterprise-wide user-facing matrix,Electronics,1155,870.94,15.39,N
20480,Adaptive bottom-line neural-net,Sporting Goods,1277,1269.84,52.76,
20481,Monitored asymmetric analyzer,Sporting Goods,1077,1713.74,12.82,Y
20482,Operative mission-critical orchestration,Automotive Parts,1146,525.56,64.42,N
20483,Integrated non-volatile knowledge user,Groceries,1027,2312.3,2.37,N
20484,Mandatory zero tolerance implementation,Pharmaceuticals,1228,1482.58,59.78,Y
20485,Phased uniform portal,Furniture,1167,571.0,69.6,N
20486,De-engineered well-modulated challenge,Toys,1300,1212.05,74.23,Y
20487,Profit-focused scalable knowledgebase,Pharmaceuticals,1235,1800.11,16.22,Y
20488,Virtual local secured line,Sporting Goods,1144,342.98,13.74,Y
20489,Organized coherent superstructure,Office Supplies,1088,1446.15,6.96,Y
20490,Inverse background website,Automotive Parts,1243,,34.28,N
20491,Secured static process improvement,Industrial Equipment,1297,557.57,73.1,Y
20492,Open-source human-resource emulation,Office Supplies,1021,2478.2,42.51,Y
20493,Object-based global moratorium,Apparel,1232,1239.22,1.04,Y
20494,Balanced static intranet,Apparel,1184,,53.54,Y
20495,User-centric even-keeled project,Groceries,1233,1160.47,32.46,N
20496,Cross-group composite strategy,Apparel,1001,2151.24,55.28,N
20497,Assimilated object-oriented product,Furniture,1278,1438.92,6.52,Y
20498,Visionary tertiary function,Pharmaceuticals,1264,2363.41,8.92,N
20499,Realigned secondary capability,Office Supplies,1188,439.82,44.88,Y
20500,Stand-alone next generation artificial intelligence,Sporting Goods,1123,1350.01,60.19,Y
20501,Ergonomic regional moratorium,Automotive Parts,1165,883.07,33.86,N
20502,Re-engineered web-enabled application,Apparel,1249,1254.62,42.58,N
20503,Re-contextualized multi-state core,Apparel,1189,2000.16,70.72,Y
20504,Versatile methodical middleware,Apparel,1148,2395.72,22.11,Y
20505,Ameliorated bottom-line protocol,Electronics,1267,2380.36,77.57,Y
20506,Public-key contextually-based adapter,Electronics,1216,1110.76,5.08,N
20507,Grass-roots zero tolerance database,Pharmaceuticals,1211,1447.6,53.29,N
20508,Fully-configurable tertiary paradigm,Automotive Parts,1156,1418.99,20.84,Y
20509,Organic attitude-oriented workforce,Sporting Goods,1076,884.1,49.51,Y
20510,Public-key real-time Graphic Interface,Groceries,1090,2098.65,9.4,N
20511,Open-architected optimizing analyzer,Furniture,1134,925.44,2.82,N
20512,Pre-emptive 3rdgeneration Graphical User Interface,Groceries,1230,1350.59,,Y
20513,Optional contextually-based instruction set,Groceries,1235,,59.09,N
20514,Assimilated multi-tasking functionalities,Industrial Equipment,1243,2240.15,63.98,N
20515,Multi-tiered eco-centric array,Electronics,1058,1829.64,44.1,Y
20516,Customizable bandwidth-monitored moratorium,Pharmaceuticals,1229,894.77,51.32,N
20517,Down-sized executive circuit,Office Supplies,1101,58.33,54.18,N
20518,Enterprise-wide eco-centric throughput,Industrial Equipment,1100,1227.18,75.48,Y
20519,Cross-group coherent function,Pharmaceuticals,1219,,27.63,Y
20520,Open-source systematic concept,Sporting Goods,1111,1820.18,33.28,N
20521,Centralized reciprocal Graphic Interface,Toys,1218,1822.06,47.0,N
20522,Enterprise-wide 4thgeneration structure,Apparel,1269,2466.62,47.27,N
20523,Centralized exuding info-mediaries,Office Supplies,1140,1037.46,45.45,
20524,Cross-platform foreground circuit,Sporting Goods,1196,725.08,66.11,N
20525,Open-source fresh-thinking firmware,Electronics,1115,69.05,24.05,Y
20526,Multi-tiered bottom-line application,Sporting Goods,1148,1044.06,,N
20527,Exclusive disintermediate system engine,Pharmaceuticals,1035,1498.03,45.27,N
20528,Right-sized optimizing encoding,Industrial Equipment,1062,,20.8,N
20529,Proactive multimedia system engine,Electronics,1070,894.75,33.59,N
20530,Profit-focused human-resource budgetary management,Apparel,1150,1324.97,61.33,
20531,Future-proofed analyzing functionalities,Pharmaceuticals,1086,1360.19,54.81,N
20532,Persistent neutral installation,Pharmaceuticals,1050,1336.98,1.08,N
20533,Cloned mission-critical algorithm,Groceries,1211,852.1,12.41,Y
20534,Open-source scalable emulation,Office Supplies,1270,2115.48,64.22,Y
20535,Ameliorated encompassing neural-net,Sporting Goods,1068,2308.68,55.3,N
20536,Reverse-engineered systematic attitude,Electronics,1089,1775.32,9.53,Y
20537,Fully-configurable well-modulated open architecture,Groceries,1158,315.11,34.01,Y
20538,Streamlined zero tolerance capacity,Electronics,1248,1893.82,2.67,N
20539,Innovative non-volatile installation,Electronics,1061,2271.51,53.42,Y
20540,Organized attitude-oriented productivity,Pharmaceuticals,1103,,11.69,N
20541,Profit-focused demand-driven toolset,Office Supplies,1181,403.07,49.06,
20542,Digitized holistic moratorium,Office Supplies,1297,1908.58,15.36,Y
20543,Down-sized zero tolerance encryption,Office Supplies,1051,2310.73,38.0,N
20544,Public-key interactive open architecture,Pharmaceuticals,1055,453.76,33.96,N
20545,Organized 6thgeneration ability,Office Supplies,1064,1165.82,60.99,Y
20546,Persistent regional frame,Apparel,1043,821.63,36.58,N
20547,Streamlined composite ability,Automotive Parts,1116,1385.68,34.27,N
20548,Centralized mission-critical flexibility,Sporting Goods,1189,449.88,31.74,Y
20549,Right-sized eco-centric software,Industrial Equipment,1074,988.24,59.33,Y
20550,Multi-tiered grid-enabled product,Industrial Equipment,1102,847.9,32.37,N
20551,Extended optimal migration,Industrial Equipment,1143,1912.51,60.52,N
20552,Horizontal 6thgeneration complexity,Toys,1244,1667.36,40.94,Y
20553,User-centric national open system,Furniture,1129,1224.37,10.81,Y
20554,Cloned exuding array,Groceries,1256,1695.91,54.35,Y
20555,Object-based tangible capability,Office Supplies,1040,1653.38,63.43,N
20556,Devolved uniform open architecture,Pharmaceuticals,1259,655.64,,N
20557,Grass-roots intermediate database,Pharmaceuticals,1061,960.31,,N
20558,Seamless motivating website,Groceries,1156,2211.98,10.8,Y
20559,Intuitive systemic Graphical User Interface,Office Supplies,1292,1688.21,45.8,Y
20560,Sharable empowering system engine,Industrial Equipment,1201,659.95,49.37,N
20561,Triple-buffered local flexibility,Electronics,1032,72.31,29.34,N
20562,Fully-configurable stable Graphic Interface,Pharmaceuticals,1195,245.18,32.98,Y
20563,Mandatory demand-driven knowledgebase,Apparel,1160,1482.14,9.2,Y
20564,Right-sized full-range adapter,Toys,1236,1645.1,72.12,Y
20565,Team-oriented client-driven project,Toys,1163,945.59,7.86,Y
20566,Adaptive real-time leverage,Pharmaceuticals,1173,1242.84,24.0,Y
20567,Adaptive 24/7 service-desk,Automotive Parts,1275,536.77,79.7,Y
20568,Enhanced incremental open architecture,Pharmaceuticals,1297,238.64,45.34,N
20569,Total tertiary matrix,Automotive Parts,1040,1629.54,24.03,N
20570,Virtual hybrid monitoring,Office Supplies,1206,629.66,61.09,N
20571,Configurable zero tolerance projection,Industrial Equipment,1265,2157.05,52.88,N
20572,Streamlined asynchronous monitoring,Toys,1273,2022.72,58.14,N
20573,Assimilated static intranet,Automotive Parts,1076,602.45,32.85,Y
20574,Synergistic bottom-line help-desk,Automotive Parts,1212,668.8,20.55,Y
20575,Multi-tiered radical help-desk,Furniture,1077,481.41,24.88,N
20576,Networked context-sensitive throughput,Automotive Parts,1019,506.57,20.71,Y
20577,Total 24/7 capability,Sporting Goods,1022,2409.54,4.47,N
20578,Persistent holistic core,Toys,1033,2251.64,53.75,Y
20579,Organic 24/7 definition,Office Supplies,1121,281.61,41.78,N
20580,User-friendly 3rdgeneration task-force,Furniture,1255,2211.64,61.87,N
20581,Grass-roots systemic strategy,Furniture,1121,2338.88,14.05,N
20582,Multi-channeled content-based array,Pharmaceuticals,1029,1226.92,9.08,Y
20583,Seamless responsive framework,Groceries,1143,2198.82,57.27,Y
20584,Universal directional emulation,Electronics,1018,2104.0,63.11,N
20585,Proactive high-level alliance,Apparel,1186,2258.09,18.95,N
20586,Grass-roots modular strategy,Furniture,1131,753.62,68.76,N
20587,Triple-buffered real-time database,Automotive Parts,1209,1973.71,65.86,N
20588,Adaptive dedicated productivity,Apparel,1171,1794.03,55.89,N
20589,Object-based bifurcated focus group,Electronics,1233,1738.63,14.74,Y
20590,Re-contextualized motivating methodology,Automotive Parts,1206,501.79,6.62,Y
20591,Down-sized neutral core,Pharmaceuticals,1211,1982.02,69.89,Y
20592,Switchable user-facing open system,Furniture,1168,1999.22,29.44,Y
20593,Synergistic systemic portal,Office Supplies,1011,2370.38,50.15,Y
20594,Re-contextualized context-sensitive architecture,Groceries,1135,1753.75,49.46,Y
20595,Reverse-engineered clear-thinking synergy,Apparel,1088,,42.09,N
20596,Cloned clear-thinking firmware,Furniture,1061,562.76,68.96,N
20597,Re-contextualized discrete model,Furniture,1196,327.24,79.62,N
20598,Upgradable zero tolerance focus group,Groceries,1093,,78.09,Y
20599,Ergonomic systematic adapter,Sporting Goods,1190,1458.09,37.54,N
20600,Team-oriented systematic monitoring,Toys,1109,1783.91,20.54,Y
20601,Seamless eco-centric software,Pharmaceuticals,1121,1178.39,75.15,Y
20602,Realigned logistical ability,Industrial Equipment,1003,635.63,78.2,Y
20603,Optimized secondary service-desk,Automotive Parts,1022,1452.06,39.45,Y
20604,Streamlined actuating Graphic Interface,Toys,1163,1776.22,,
20605,Optional incremental focus group,Toys,1144,1870.06,70.16,N
20606,Decentralized systemic model,Groceries,1265,783.9,79.57,
20607,Persistent modular hierarchy,Groceries,1226,134.95,14.69,N
20608,Programmable well-modulated analyzer,Sporting Goods,1224,291.83,28.55,N
20609,Up-sized directional application,Groceries,1058,2114.9,7.53,N
20610,Grass-roots intangible monitoring,Industrial Equipment,1261,2056.78,46.87,Y
20611,Organized foreground ability,Furniture,1214,2301.19,54.17,N
20612,Object-based content-based groupware,Industrial Equipment,1063,986.64,8.53,N
20613,Configurable object-oriented workforce,Automotive Parts,1246,1136.23,0.51,N
20614,Assimilated user-facing definition,Industrial Equipment,1167,2368.65,69.07,Y
20615,Team-oriented interactive archive,Industrial Equipment,1037,1368.8,31.94,N
20616,Fully-configurable dedicated concept,Furniture,9033,224.79,62.37,Y
20617,Managed fault-tolerant architecture,Toys,1062,747.77,73.74,N
20618,Self-enabling responsive attitude,Office Supplies,1050,2080.47,35.66,N
20619,Assimilated mission-critical Internet solution,Pharmaceuticals,1047,1891.71,34.76,Y
20620,Assimilated optimizing website,Groceries,1238,1691.75,42.21,N
20621,Self-enabling full-range extranet,Sporting Goods,1224,199.8,78.74,Y
20622,Fully-configurable bi-directional leverage,Industrial Equipment,1268,1070.47,,N
20623,Front-line global application,Industrial Equipment,1212,238.02,28.47,Y
20624,Managed multi-state utilization,Sporting Goods,1059,1851.81,14.62,N
20625,Front-line asynchronous time-frame,Sporting Goods,1153,786.24,36.02,Y
20626,Right-sized regional intranet,Industrial Equipment,1109,464.35,53.89,N
20627,Virtual bandwidth-monitored product,Sporting Goods,1060,35.23,32.44,N
20628,Organized optimal capability,Industrial Equipment,1156,1547.01,53.92,N
20629,Configurable analyzing alliance,Electronics,1045,314.47,65.29,Y
20630,Multi-tiered foreground solution,Groceries,1108,1203.83,34.89,Y
20631,Cloned zero tolerance capacity,Sporting Goods,1045,753.69,33.78,N
20632,Centralized leadingedge approach,Sporting Goods,1249,1179.78,16.15,Y
20633,Innovative reciprocal product,Toys,1171,21.67,67.9,N
20634,Optional asymmetric benchmark,Sporting Goods,1019,1219.77,57.98,N
20635,Synergistic analyzing open architecture,Office Supplies,1119,,46.13,N
20636,Business-focused explicit implementation,Industrial Equipment,1243,294.12,27.77,Y
20637,Open-architected bandwidth-monitored process improvement,Sporting Goods,1099,1174.16,17.62,N
20638,Versatile incremental emulation,Toys,1068,2208.17,66.65,N
20639,Right-sized zero tolerance protocol,Automotive Parts,1083,1555.36,6.94,N
20640,Secured 24/7 knowledgebase,Toys,1252,254.06,39.52,Y
20641,Networked maximized utilization,Pharmaceuticals,1184,2202.5,14.02,Y
20642,Optimized regional process improvement,Industrial Equipment,1173,1077.69,44.98,N
20643,Cross-platform global projection,Office Supplies,1024,1925.7,12.14,Y
20644,Synergistic zero tolerance algorithm,Sporting Goods,1026,2316.73,77.01,Y
20645,Persevering multi-state groupware,Apparel,1288,106.84,9.49,N
20646,Reverse-engineered content-based benchmark,Sporting Goods,1227,1905.39,7.99,Y
20647,Customer-focused 24/7 policy,Sporting Goods,1063,2121.79,,N
20648,Universal asymmetric parallelism,Groceries,1175,718.32,29.83,Y
20649,Ergonomic object-oriented capacity,Office Supplies,1078,1883.51,18.29,N
20650,Sharable multimedia extranet,Office Supplies,1235,2379.7,,Y
20651,Multi-channeled intangible matrices,Apparel,1265,2359.22,32.16,N
20652,Up-sized regional intranet,Groceries,1019,1651.12,4.67,N
20653,Enterprise-wide dynamic challenge,Office Supplies,1215,1006.2,57.74,N
20654,Balanced analyzing capacity,Groceries,1271,1526.78,35.72,N
20655,Integrated optimal Internet solution,Toys,1177,2219.41,70.48,N
20656,Profound solution-oriented system engine,Office Supplies,1065,1302.13,7.47,Y
20657,Multi-channeled fault-tolerant paradigm,Office Supplies,1012,71.67,19.35,Y
20658,Quality-focused zero-defect circuit,Automotive Parts,1031,2104.28,,Y
20659,Digitized methodical function,Electronics,1230,746.31,78.64,Y
20660,Robust global frame,Industrial Equipment,1180,749.41,57.16,N
20661,Multi-layered 24/7 model,Pharmaceuticals,1265,1456.76,11.77,Y
20662,Reverse-engineered stable service-desk,Groceries,1032,1063.37,35.72,N
20663,Digitized analyzing encoding,Toys,1136,1461.59,55.14,N
20664,Profit-focused next generation application,Groceries,1084,362.58,36.64,Y
20665,Optimized grid-enabled customer loyalty,Electronics,1109,1139.67,75.53,N
20666,Exclusive scalable customer loyalty,Industrial Equipment,1057,303.92,41.85,N
20667,Cloned global core,Electronics,1156,736.37,11.41,Y
20668,Synchronized methodical solution,Sporting Goods,1146,,43.83,N
20669,Team-oriented maximized policy,Sporting Goods,1294,775.64,62.52,Y
20670,Team-oriented full-range paradigm,Sporting Goods,1071,1262.9,53.39,Y
20671,Re-contextualized full-range pricing structure,Toys,1210,969.31,3.71,N
20672,Innovative intangible groupware,Electronics,1046,2165.15,63.7,Y
20673,Diverse bi-directional knowledgebase,Industrial Equipment,1287,214.71,60.62,N
20674,Balanced modular definition,Apparel,1258,2242.37,42.57,Y
20675,Adaptive scalable definition,Industrial Equipment,1126,2074.57,64.56,Y
20676,Team-oriented discrete Local Area Network,Electronics,1252,2155.21,,N
20677,Secured didactic encoding,Apparel,1132,229.38,22.86,Y
20678,Polarized user-facing throughput,Groceries,1158,2380.51,76.89,N
20679,Managed user-facing implementation,Groceries,1200,248.66,25.97,Y
20680,Expanded impactful contingency,Industrial Equipment,1027,507.99,39.46,Y
20681,Adaptive high-level access,Sporting Goods,1138,153.46,,Y
20682,Compatible heuristic algorithm,Industrial Equipment,1138,1386.08,19.74,N
20683,Realigned bifurcated circuit,Apparel,1291,1018.05,40.06,Y
20684,Implemented leadingedge core,Office Supplies,1087,1955.5,76.91,
20685,Self-enabling optimal task-force,Industrial Equipment,1238,2402.86,,N
20686,Multi-lateral 6thgeneration algorithm,Toys,1140,1495.47,67.4,N
20687,Exclusive dedicated forecast,Office Supplies,1024,405.22,24.09,N
20688,Enhanced directional firmware,Toys,1285,2497.06,40.41,N
20689,Up-sized context-sensitive Graphical User Interface,Sporting Goods,1134,2449.14,53.0,N
20690,Reactive dynamic conglomeration,Groceries,1009,2285.22,0.21,Y
20691,Exclusive 3rdgeneration conglomeration,Sporting Goods,1212,1390.37,43.07,Y
20692,Fundamental bandwidth-monitored adapter,Sporting Goods,1276,79.31,28.27,N
20693,Synergistic client-driven implementation,Electronics,1199,444.61,29.67,N
20694,Streamlined zero tolerance budgetary management,Pharmaceuticals,1011,1896.54,65.31,Y
20695,Mandatory demand-driven function,Pharmaceuticals,1120,2450.34,39.45,Y
20696,Persevering disintermediate hub,Toys,1101,2460.69,22.22,N
20697,Multi-layered stable concept,Industrial Equipment,1290,1681.09,5.28,Y
20698,Progressive regional Internet solution,Office Supplies,1292,2138.99,21.98,N
20699,Universal asymmetric capability,Office Supplies,1273,1536.91,0.21,Y
20700,Digitized clear-thinking utilization,Toys,1166,1082.51,54.43,Y
20701,Ergonomic content-based monitoring,Toys,1115,119.32,25.33,Y
20702,Multi-tiered system-worthy hub,Toys,1116,2445.28,73.36,Y
20703,Intuitive radical interface,Toys,1050,71.63,47.42,N
20704,Sharable dynamic analyzer,Furniture,1127,271.39,66.61,Y
20705,Virtual reciprocal parallelism,Industrial Equipment,1038,1939.82,7.7,Y
20706,Ergonomic national frame,Apparel,1018,944.73,5.01,Y
20707,Distributed fresh-thinking encryption,Electronics,1222,166.34,23.63,
20708,Business-focused responsive utilization,Industrial Equipment,1211,584.31,49.94,N
20709,Grass-roots clear-thinking migration,Electronics,1052,850.36,26.29,Y
20710,Reduced mobile database,Furniture,1035,1483.03,10.12,N
20711,Upgradable attitude-oriented toolset,Groceries,1228,466.44,4.89,N
20712,Phased stable pricing structure,Office Supplies,1160,1460.0,11.84,N
20713,Cloned composite migration,Groceries,1005,1295.17,40.59,N
20714,Networked web-enabled project,Furniture,1177,490.13,16.14,N
20715,Versatile multimedia hub,Pharmaceuticals,1240,1500.21,45.31,N
20716,Proactive multi-state Local Area Network,Electronics,1084,263.91,73.6,N
20717,Enhanced fresh-thinking structure,Pharmaceuticals,1110,599.07,30.1,Y
20718,Multi-layered multi-tasking solution,Pharmaceuticals,1186,26.71,9.26,Y
20719,Polarized transitional methodology,Electronics,1185,111.67,22.76,Y
20720,Phased encompassing paradigm,Furniture,1174,2119.14,1.77,Y
20721,Open-architected scalable utilization,Apparel,1071,948.55,16.86,N
20722,Reduced solution-oriented alliance,Industrial Equipment,1088,2353.02,70.28,N
20723,Expanded directional customer loyalty,Toys,1098,480.82,25.47,Y
20724,Organized disintermediate infrastructure,Automotive Parts,1097,2136.38,26.25,Y
20725,Extended fault-tolerant interface,Sporting Goods,1261,2421.02,6.56,Y
20726,Multi-tiered object-oriented complexity,Office Supplies,1086,1272.52,41.54,N
20727,Multi-layered eco-centric neural-net,Industrial Equipment,1254,1185.45,73.7,N
20728,Configurable client-driven system engine,Furniture,1104,1131.3,24.51,N
20729,Configurable explicit intranet,Groceries,1131,1377.28,23.64,Y
20730,Programmable heuristic emulation,Pharmaceuticals,1239,1281.63,37.43,N
20731,Reduced 6thgeneration Local Area Network,Groceries,1140,957.16,21.29,N
20732,Profound regional Graphical User Interface,Apparel,1257,1282.95,74.13,Y
20733,Optimized local Local Area Network,Furniture,1280,502.37,20.04,N
20734,Optional incremental hub,Groceries,1098,1764.7,60.2,Y
20735,Proactive foreground flexibility,Pharmaceuticals,1154,706.05,32.33,Y
20736,Multi-tiered 4thgeneration conglomeration,Groceries,1242,1635.92,18.24,Y
20737,Organic discrete firmware,Office Supplies,1265,1468.34,57.81,N
20738,Stand-alone asynchronous help-desk,Toys,1097,1073.12,36.03,Y
20739,Configurable explicit middleware,Electronics,1157,2358.5,52.72,N
20740,Profound needs-based project,Office Supplies,1207,1907.58,46.98,N
20741,Configurable zero tolerance focus group,Pharmaceuticals,1079,2443.15,63.94,N
20742,Focused bandwidth-monitored capability,Toys,1196,512.1,30.95,N
20743,Compatible high-level alliance,Apparel,1156,234.92,14.25,Y
20744,Quality-focused dedicated groupware,Toys,1096,499.1,18.68,Y
20745,Exclusive systematic groupware,Groceries,1189,1297.29,72.79,Y
20746,Function-based exuding synergy,Apparel,1275,1047.2,72.29,N
20747,Visionary systemic focus group,Sporting Goods,1222,2045.1,46.03,N
20748,Ergonomic tertiary portal,Groceries,1142,505.85,65.98,N
20749,Devolved web-enabled structure,Sporting Goods,1292,2198.34,3.17,N
20750,User-centric needs-based firmware,Automotive Parts,1178,1751.39,65.88,Y
20751,Advanced zero administration framework,Groceries,1222,1145.65,7.69,
20752,Horizontal grid-enabled toolset,Office Supplies,1081,685.89,73.31,Y
20753,Open-architected impactful paradigm,Office Supplies,1253,1029.37,29.53,N
20754,Versatile solution-oriented access,Automotive Parts,1210,1128.44,,N
20755,Phased solution-oriented migration,Toys,1196,860.46,,N
20756,Virtual coherent infrastructure,Sporting Goods,1168,1676.4,5.51,N
20757,Focused discrete success,Automotive Parts,1072,1178.03,,Y
20758,User-friendly demand-driven leverage,Toys,1064,1337.57,,N
20759,Focused multi-state parallelism,Electronics,1184,446.49,42.61,N
20760,Reactive web-enabled Local Area Network,Apparel,1268,1603.25,24.7,
20761,Up-sized maximized Graphical User Interface,Furniture,1194,1918.25,19.12,Y
20762,Configurable foreground core,Apparel,1173,2051.68,70.59,Y
20763,Optimized zero administration standardization,Office Supplies,1086,111.94,26.2,N
20764,Operative demand-driven intranet,Toys,1278,988.87,17.14,N
20765,Organized next generation algorithm,Furniture,1162,31.93,5.33,N
20766,Multi-layered client-driven orchestration,Furniture,1023,170.19,61.42,Y
20767,De-engineered fault-tolerant support,Industrial Equipment,1129,2397.67,50.49,Y
20768,Advanced modular workforce,Pharmaceuticals,1171,439.98,53.33,Y
20769,Switchable heuristic Graphical User Interface,Furniture,1230,957.16,,
20770,Face-to-face intangible interface,Toys,1064,773.5,49.6,N
20771,Synergized web-enabled initiative,Furniture,1104,380.87,19.08,N
